"region","ålder","2019"
"24 Västerbottens län","23",3817
"24 Västerbottens län","24",3841
"24 Västerbottens län","25",4097
"24 Västerbottens län","26",4158
"24 Västerbottens län","27",4201
"24 Västerbottens län","28",4376
"24 Västerbottens län","29",4108
"24 Västerbottens län","30",3968
"24 Västerbottens län","31",3785
"24 Västerbottens län","32",3507
"24 Västerbottens län","33",3479
"24 Västerbottens län","34",3438
"24 Västerbottens län","35",3345
"24 Västerbottens län","36",3311
"24 Västerbottens län","37",3243
"24 Västerbottens län","38",3238
"24 Västerbottens län","39",3244
"24 Västerbottens län","40",3162
"24 Västerbottens län","41",3014
"24 Västerbottens län","42",3181
"24 Västerbottens län","43",3036
"24 Västerbottens län","44",3213
"24 Västerbottens län","45",3289
"24 Västerbottens län","46",3151
"24 Västerbottens län","47",3215
"24 Västerbottens län","48",3133
"24 Västerbottens län","49",3125
"24 Västerbottens län","50",3114
"24 Västerbottens län","51",3294
"24 Västerbottens län","52",3402
"24 Västerbottens län","53",3461
"24 Västerbottens län","54",3410
"24 Västerbottens län","55",3336
"24 Västerbottens län","56",3171
"24 Västerbottens län","57",2978
"24 Västerbottens län","58",2986
"24 Västerbottens län","59",3090
"24 Västerbottens län","60",3120
"24 Västerbottens län","61",3188
"24 Västerbottens län","62",3196
"24 Västerbottens län","63",3239
"24 Västerbottens län","64",3253
"24 Västerbottens län","65",3000
"24 Västerbottens län","66",3154
"24 Västerbottens län","67",3096
"24 Västerbottens län","68",3036
"24 Västerbottens län","69",3105
"24 Västerbottens län","70",3185
"24 Västerbottens län","71",3222
"24 Västerbottens län","72",3054
"24 Västerbottens län","73",3064
"24 Västerbottens län","74",3072
"24 Västerbottens län","75",2686
"24 Västerbottens län","76",2582
"24 Västerbottens län","77",2278
"24 Västerbottens län","78",2021
"24 Västerbottens län","79",1893
"24 Västerbottens län","80",1920
"24 Västerbottens län","81",1719
"24 Västerbottens län","82",1548
"24 Västerbottens län","83",1450
"24 Västerbottens län","84",1270
"24 Västerbottens län","85",1205
"24 Västerbottens län","86",992
"24 Västerbottens län","87",972
"24 Västerbottens län","88",821
"24 Västerbottens län","89",675
"24 Västerbottens län","90",608
"24 Västerbottens län","91",519
"24 Västerbottens län","92",403
"24 Västerbottens län","93",314
"24 Västerbottens län","94",238
"24 Västerbottens län","95",194
"24 Västerbottens län","96",117
"24 Västerbottens län","97",71
"24 Västerbottens län","98",64
"24 Västerbottens län","99",38
"24 Västerbottens län","100+",46
"25 Norrbottens län","0",2450
"25 Norrbottens län","1",2380
"25 Norrbottens län","2",2486
"25 Norrbottens län","3",2607
"25 Norrbottens län","4",2576
"25 Norrbottens län","5",2649
"25 Norrbottens län","6",2618
"25 Norrbottens län","7",2501
"25 Norrbottens län","8",2663
"25 Norrbottens län","9",2641
"25 Norrbottens län","10",2624
"25 Norrbottens län","11",2615
"25 Norrbottens län","12",2567
"25 Norrbottens län","13",2699
"25 Norrbottens län","14",2564
"25 Norrbottens län","15",2653
"25 Norrbottens län","16",2586
"25 Norrbottens län","17",2535
"25 Norrbottens län","18",2676
"25 Norrbottens län","19",2877
"25 Norrbottens län","20",3095
"25 Norrbottens län","21",2805
"25 Norrbottens län","22",2796
"25 Norrbottens län","23",2824
"25 Norrbottens län","24",2944
"25 Norrbottens län","25",3086
"25 Norrbottens län","26",3139
"25 Norrbottens län","27",3334
"25 Norrbottens län","28",3438
"25 Norrbottens län","29",3361
"25 Norrbottens län","30",3343
"25 Norrbottens län","31",3260
"25 Norrbottens län","32",3069
"25 Norrbottens län","33",2916
"25 Norrbottens län","34",2793
"25 Norrbottens län","35",2674
"25 Norrbottens län","36",2667
"25 Norrbottens län","37",2708
"25 Norrbottens län","38",2677
"25 Norrbottens län","39",2712
"25 Norrbottens län","40",2563
"25 Norrbottens län","41",2520
"25 Norrbottens län","42",2516
"25 Norrbottens län","43",2676
"25 Norrbottens län","44",2872
"25 Norrbottens län","45",2970
"25 Norrbottens län","46",2951
"25 Norrbottens län","47",3115
"25 Norrbottens län","48",3074
"25 Norrbottens län","49",3175
"25 Norrbottens län","50",3066
"25 Norrbottens län","51",3252
"25 Norrbottens län","52",3535
"25 Norrbottens län","53",3473
"25 Norrbottens län","54",3547
"25 Norrbottens län","55",3484
"25 Norrbottens län","56",3235
"25 Norrbottens län","57",3177
"25 Norrbottens län","58",3123
"25 Norrbottens län","59",3209
"25 Norrbottens län","60",3300
"25 Norrbottens län","61",3248
"25 Norrbottens län","62",3261
"25 Norrbottens län","63",3328
"25 Norrbottens län","64",3182
"25 Norrbottens län","65",3193
"25 Norrbottens län","66",3307
"25 Norrbottens län","67",3131
"25 Norrbottens län","68",3135
"25 Norrbottens län","69",3211
"25 Norrbottens län","70",3292
"25 Norrbottens län","71",3413
"25 Norrbottens län","72",3324
"25 Norrbottens län","73",3261
"25 Norrbottens län","74",3029
"25 Norrbottens län","75",2854
"25 Norrbottens län","76",2698
"25 Norrbottens län","77",2409
"25 Norrbottens län","78",2230
"25 Norrbottens län","79",2104
"25 Norrbottens län","80",2115
"25 Norrbottens län","81",1760
"25 Norrbottens län","82",1659
"25 Norrbottens län","83",1599
"25 Norrbottens län","84",1431
"25 Norrbottens län","85",1309
"25 Norrbottens län","86",1094
"25 Norrbottens län","87",1053
"25 Norrbottens län","88",850
"25 Norrbottens län","89",748
"25 Norrbottens län","90",608
"25 Norrbottens län","91",533
"25 Norrbottens län","92",373
"25 Norrbottens län","93",260
"25 Norrbottens län","94",219
"25 Norrbottens län","95",163
"25 Norrbottens län","96",103
"25 Norrbottens län","97",68
"25 Norrbottens län","98",42
"25 Norrbottens län","99",27
"25 Norrbottens län","100+",28
